send_id,campaign_id,user_id,segment,channel,sent_at,delivered,opened_at,clicked_at,converted_order_id,conversion_type,revenue
bcec1b32,164ff066,e4064896,할인 구매자,webpush,2026-04-27 11:09:00,True,,,,,
887ca326,164ff066,a3353582,할인 구매자,webpush,2026-04-27 16:19:00,False,,,,,
53b9136d,164ff066,e1a28e94,할인 구매자,webpush,2026-04-27 02:44:00,True,,,,,
20737c85,164ff066,f9c2e844,할인 구매자,webpush,2026-04-27 05:22:00,True,,,,,
f6cfb043,164ff066,a3f2ad4e,할인 구매자,webpush,2026-04-27 16:21:00,True,,,,,
99553169,164ff066,327f19e2,할인 구매자,webpush,2026-04-27 06:51:00,True,,,,,
68817e3a,164ff066,d60a8699,할인 구매자,webpush,2026-04-27 07:12:00,True,,,,,
8a4b456c,164ff066,aeef475a,할인 구매자,webpush,2026-04-27 00:01:00,True,,,,,
be2aa16b,164ff066,5042b824,할인 구매자,webpush,2026-04-27 06:44:00,True,,,,,
9d2f37a0,164ff066,9d1e0a1a,할인 구매자,webpush,2026-04-27 23:22:00,True,,,,,
b5895f4d,164ff066,26a38ba0,할인 구매자,webpush,2026-04-27 07:06:00,True,,2026-04-27 07:59:00,,,
bf95131d,164ff066,2a3bbd5e,할인 구매자,webpush,2026-04-27 15:39:00,False,,,,,
1699a867,164ff066,0e00b6bf,할인 구매자,webpush,2026-04-27 19:53:00,True,,,,,
693e4806,164ff066,4d3be4c2,할인 구매자,webpush,2026-04-27 11:51:00,True,,,,,
771d5a2d,164ff066,706667e9,할인 구매자,webpush,2026-04-27 03:58:00,True,,,,,
1dd460cf,164ff066,97bc0b0f,할인 구매자,webpush,2026-04-27 06:30:00,True,,,,,
d10d5498,164ff066,b633affc,할인 구매자,webpush,2026-04-27 20:21:00,True,,,,,
e91a7f64,164ff066,23147623,할인 구매자,webpush,2026-04-27 23:25:00,True,,,,,
9385833d,164ff066,ade64b1b,할인 구매자,webpush,2026-04-27 02:46:00,True,,,,,
7303c39d,164ff066,9f39fa03,할인 구매자,webpush,2026-04-27 00:09:00,True,,,,,
c040bd6f,164ff066,e133910f,할인 구매자,webpush,2026-04-27 20:09:00,True,,,,,
7f48a24f,164ff066,8b0617c2,할인 구매자,webpush,2026-04-27 15:42:00,True,,2026-04-27 18:03:00,,,
bfaf4aff,164ff066,f3a69e8c,할인 구매자,webpush,2026-04-27 04:01:00,True,,,,,
05fefdd6,164ff066,e68e7940,할인 구매자,webpush,2026-04-27 20:06:00,True,,,,,
9d706987,164ff066,64a70fc4,할인 구매자,webpush,2026-04-27 13:55:00,True,,,,,
1808a0f9,164ff066,baf5ee7d,할인 구매자,webpush,2026-04-27 00:16:00,True,,,,,
4147cd3b,164ff066,c8697ba2,할인 구매자,webpush,2026-04-27 18:20:00,True,,,,,
48c7131a,164ff066,dae95da4,할인 구매자,webpush,2026-04-27 04:03:00,True,,,,,
b877152a,164ff066,184ef813,할인 구매자,webpush,2026-04-27 14:42:00,True,,,,,
d5737790,164ff066,32a2c4aa,할인 구매자,webpush,2026-04-27 13:52:00,True,,,,,
0e01e5b0,164ff066,a28264de,할인 구매자,webpush,2026-04-27 17:09:00,True,,2026-04-27 19:02:00,,,
5208bcb3,164ff066,be27fcb2,할인 구매자,webpush,2026-04-27 05:38:00,True,,,,,
2a8e486a,164ff066,9b453a80,할인 구매자,webpush,2026-04-27 05:09:00,True,,,,,
899606a9,164ff066,4058f3d4,할인 구매자,webpush,2026-04-27 17:03:00,True,,,,,
1a5ecf75,164ff066,37ad3f25,할인 구매자,webpush,2026-04-27 17:30:00,True,,2026-04-27 19:54:00,,,
852fc538,164ff066,2cb207ff,할인 구매자,webpush,2026-04-27 01:15:00,True,,2026-04-27 01:41:00,,,
bcc769a4,164ff066,04272742,할인 구매자,webpush,2026-04-27 16:28:00,True,,,,,
4344749d,164ff066,37be9e72,할인 구매자,webpush,2026-04-27 02:28:00,True,,,,,
2e8c4083,164ff066,28fa01a9,할인 구매자,webpush,2026-04-27 19:32:00,True,,2026-04-27 21:43:00,,,
ac92b09a,164ff066,366bbc98,할인 구매자,webpush,2026-04-27 17:51:00,True,,,,,
2032c8e4,164ff066,e44a9f8b,할인 구매자,webpush,2026-04-27 22:33:00,True,,,,,
12713cbd,164ff066,234bbfb9,할인 구매자,webpush,2026-04-27 08:59:00,True,,,,,
3cda1237,164ff066,53102768,할인 구매자,webpush,2026-04-27 14:08:00,True,,,,,
640a8e95,164ff066,20f17d2e,할인 구매자,webpush,2026-04-27 10:04:00,True,,,,,
ae88fbe9,164ff066,141d0cb6,할인 구매자,webpush,2026-04-27 06:42:00,True,,2026-04-27 07:22:00,,,
bd9db9be,164ff066,d6d66bd0,할인 구매자,webpush,2026-04-27 22:41:00,True,,2026-04-27 23:17:00,,,
5b1613ab,164ff066,2c21d3f4,할인 구매자,webpush,2026-04-27 14:14:00,True,,2026-04-27 16:19:00,,,
0ae87f68,164ff066,0f1a943a,할인 구매자,webpush,2026-04-27 05:42:00,True,,2026-04-27 07:33:00,,,
b4da9872,164ff066,00b488d8,할인 구매자,webpush,2026-04-27 16:25:00,True,,2026-04-27 17:47:00,,,
7b42996e,164ff066,1782409a,할인 구매자,webpush,2026-04-27 02:46:00,True,,,,,
99990557,164ff066,f84e8a07,할인 구매자,webpush,2026-04-27 14:28:00,True,,,,,
ed6fae9d,164ff066,158b73d6,할인 구매자,webpush,2026-04-27 16:39:00,True,,,,,
8a3991c7,164ff066,d0ca65f1,할인 구매자,webpush,2026-04-27 03:58:00,True,,,,,
41f5a6cb,164ff066,768c8b15,할인 구매자,webpush,2026-04-27 03:05:00,True,,2026-04-27 03:52:00,,,
33c00ab0,164ff066,0f106530,할인 구매자,webpush,2026-04-27 08:48:00,True,,,,,
ebc99f68,164ff066,6f2fba63,할인 구매자,webpush,2026-04-27 21:52:00,True,,,,,
ec7248e6,164ff066,4ecf287d,할인 구매자,webpush,2026-04-27 17:58:00,True,,,,,
2df51b50,164ff066,9dbe7caf,할인 구매자,webpush,2026-04-27 10:05:00,True,,,,,
218a3012,164ff066,166b969f,할인 구매자,webpush,2026-04-27 05:27:00,True,,2026-04-27 05:32:00,,,
8394c0a2,164ff066,ce49a82e,할인 구매자,webpush,2026-04-27 20:05:00,True,,2026-04-27 21:02:00,,,
04b1d539,164ff066,2e6c54cb,할인 구매자,webpush,2026-04-27 02:16:00,True,,,,,
3403e0f2,164ff066,41fb8667,할인 구매자,webpush,2026-04-27 10:35:00,True,,,,,
928336f1,164ff066,67a84f91,할인 구매자,webpush,2026-04-27 19:08:00,True,,,,,
56dbd508,164ff066,66472025,할인 구매자,webpush,2026-04-27 03:10:00,True,,2026-04-27 04:30:00,,,
88b38480,164ff066,95ebae53,할인 구매자,webpush,2026-04-27 20:19:00,True,,2026-04-27 22:14:00,,,
0824a46b,164ff066,29aabe7d,할인 구매자,webpush,2026-04-27 16:43:00,True,,,,,
19b46c4b,164ff066,14e67ea0,할인 구매자,webpush,2026-04-27 00:16:00,True,,2026-04-27 02:26:00,,,
2528768f,164ff066,4606bb3e,할인 구매자,webpush,2026-04-27 17:12:00,True,,2026-04-27 19:07:00,,,
a46aab74,164ff066,f9aabac9,할인 구매자,webpush,2026-04-27 03:42:00,True,,,,,
751642d8,164ff066,4b248ed2,할인 구매자,webpush,2026-04-27 15:34:00,True,,,,,
872c8f50,164ff066,d7d77ce9,할인 구매자,webpush,2026-04-27 16:19:00,True,,,,,
9a1f4f8e,164ff066,109bc834,할인 구매자,webpush,2026-04-27 10:12:00,True,,,,,
04d72e75,164ff066,db9e6001,할인 구매자,webpush,2026-04-27 20:08:00,True,,,,,
21fc7e30,164ff066,a182f9d8,할인 구매자,webpush,2026-04-27 01:53:00,True,,2026-04-27 02:59:00,,,
40c571ff,164ff066,b2dbe314,할인 구매자,webpush,2026-04-27 13:10:00,True,,,,,
042969b9,164ff066,ea605d85,할인 구매자,webpush,2026-04-27 12:55:00,True,,,,,
41993fab,164ff066,46d9bdd5,할인 구매자,webpush,2026-04-27 19:15:00,True,,2026-04-27 20:03:00,,,
d3c8b5a8,164ff066,e8a901d4,할인 구매자,webpush,2026-04-27 05:17:00,True,,2026-04-27 06:42:00,,,
2822a845,164ff066,2b44c2e6,할인 구매자,webpush,2026-04-27 17:20:00,True,,,,,
d099348c,164ff066,4755a670,할인 구매자,webpush,2026-04-27 09:13:00,True,,2026-04-27 10:51:00,,,
5b53f64d,164ff066,030b9f15,할인 구매자,webpush,2026-04-27 02:30:00,True,,,,,
89757569,164ff066,e082376d,할인 구매자,webpush,2026-04-27 07:32:00,True,,2026-04-27 07:55:00,,,
0090c558,164ff066,9cbd71f0,할인 구매자,webpush,2026-04-27 04:25:00,True,,,,,
24fff808,164ff066,4d2c9efd,할인 구매자,webpush,2026-04-27 09:19:00,True,,2026-04-27 11:35:00,,,
211c4ddd,164ff066,1db254d3,할인 구매자,webpush,2026-04-27 04:42:00,True,,,,,
101640d6,164ff066,1bd7bea1,할인 구매자,webpush,2026-04-27 19:24:00,True,,,,,
dc476783,164ff066,b852a1e9,할인 구매자,webpush,2026-04-27 15:09:00,True,,,,,
415a5ba9,164ff066,a281d02e,할인 구매자,webpush,2026-04-27 04:02:00,True,,,,,
af62b97f,164ff066,2d0550d1,할인 구매자,webpush,2026-04-27 16:40:00,True,,,,,
5e811813,164ff066,a86f0d92,할인 구매자,webpush,2026-04-27 16:08:00,True,,,,,
91bf5561,164ff066,79a4072d,할인 구매자,webpush,2026-04-27 18:53:00,True,,2026-04-27 21:49:00,,,
ccc7f496,164ff066,1d658b9f,할인 구매자,webpush,2026-04-27 18:51:00,True,,,,,
43bebc83,164ff066,a01052cf,할인 구매자,webpush,2026-04-27 22:41:00,True,,2026-04-27 23:16:00,,,
a6b5c57e,164ff066,bdf8ea26,할인 구매자,webpush,2026-04-27 20:23:00,True,,,,,
c11f51cd,164ff066,53cd22cb,할인 구매자,webpush,2026-04-27 14:35:00,True,,2026-04-27 16:52:00,,,
a2f519fa,164ff066,ba9ec113,할인 구매자,webpush,2026-04-27 21:15:00,True,,2026-04-27 21:33:00,,,
2ee512ba,164ff066,0594ca2a,할인 구매자,webpush,2026-04-27 23:59:00,True,,,,,
fec78a4d,164ff066,96f76267,할인 구매자,webpush,2026-04-27 21:33:00,True,,,,,
7cf4de91,164ff066,908ba6e4,할인 구매자,webpush,2026-04-27 08:51:00,True,,2026-04-27 09:44:00,,,
9bc05556,164ff066,d7a5f726,할인 구매자,webpush,2026-04-27 07:47:00,True,,,,,
81bcbbe1,164ff066,45606f3b,할인 구매자,webpush,2026-04-27 12:04:00,True,,,,,
32073e4c,164ff066,5831f22c,할인 구매자,webpush,2026-04-27 01:39:00,True,,2026-04-27 04:13:00,,,
436ce72d,164ff066,82f30f2a,할인 구매자,webpush,2026-04-27 04:21:00,True,,,,,
0031f05e,164ff066,fa7cbdf4,할인 구매자,webpush,2026-04-27 09:39:00,True,,2026-04-27 09:55:00,,,
8d751f08,164ff066,9da21869,할인 구매자,webpush,2026-04-27 15:17:00,False,,,,,
1ddbd049,164ff066,62e6e687,할인 구매자,webpush,2026-04-27 03:44:00,True,,,,,
f54d0c5e,33d5e706,a7cb7982,휴면 고객,email,2026-05-14 17:12:00,True,,,,,
0fff6683,33d5e706,6c3c4af7,휴면 고객,email,2026-05-14 15:01:00,True,,,,,
ae6586da,33d5e706,9770dfde,휴면 고객,email,2026-05-14 16:28:00,False,,,,,
75afa461,33d5e706,fc2edb0c,휴면 고객,email,2026-05-14 12:13:00,True,,,,,
1bb29a4f,33d5e706,54ca40c0,휴면 고객,email,2026-05-14 02:37:00,True,,,,,
77e51617,33d5e706,18805c0c,휴면 고객,email,2026-05-14 08:23:00,True,,,,,
56c9c52f,33d5e706,1049f9a8,휴면 고객,email,2026-05-14 16:17:00,True,,,,,
3b434958,33d5e706,65b89122,휴면 고객,email,2026-05-14 07:31:00,True,,,,,
aa647c20,33d5e706,536311ca,휴면 고객,email,2026-05-14 00:10:00,True,,,,,
44c82fa2,33d5e706,efdc0c2d,휴면 고객,email,2026-05-14 14:25:00,True,,,,,
45667b6f,33d5e706,f234b21f,휴면 고객,email,2026-05-14 11:24:00,True,,,,,
1af6a027,33d5e706,80717546,휴면 고객,email,2026-05-14 00:20:00,True,,,,,
248be6b1,33d5e706,984033bf,휴면 고객,email,2026-05-14 03:59:00,True,2026-05-14 08:57:00,2026-05-14 09:14:00,,,
91f7f31c,33d5e706,a95d1cd9,휴면 고객,email,2026-05-14 12:24:00,False,,,,,
267e399b,33d5e706,93c50b44,휴면 고객,email,2026-05-14 18:04:00,True,,,,,
771bfb9d,33d5e706,a50b0800,휴면 고객,email,2026-05-14 08:54:00,True,,,,,
95e91a26,33d5e706,1a18f3ef,휴면 고객,email,2026-05-14 21:18:00,True,,,,,
439af7d5,33d5e706,f3dd5a44,휴면 고객,email,2026-05-14 08:27:00,True,,,,,
a35f0fd4,33d5e706,3ffd5c8e,휴면 고객,email,2026-05-14 11:50:00,True,,,,,
c799a1b5,33d5e706,15be5a53,휴면 고객,email,2026-05-14 20:25:00,True,,,,,
33dbd392,33d5e706,2ecae045,휴면 고객,email,2026-05-14 17:13:00,True,2026-05-15 00:15:00,,,,
668394c8,33d5e706,57184ca6,휴면 고객,email,2026-05-14 04:41:00,True,,,,,
1be11b05,33d5e706,b9568bcf,휴면 고객,email,2026-05-14 17:08:00,True,,,,,
123d37ce,33d5e706,9f6b2068,휴면 고객,email,2026-05-14 09:19:00,True,,,,,
e9d67c0b,33d5e706,4c669cc9,휴면 고객,email,2026-05-14 20:16:00,True,,,,,
d51c6b34,33d5e706,56366483,휴면 고객,email,2026-05-14 15:35:00,True,,,,,
8f55e0fb,33d5e706,29dc835e,휴면 고객,email,2026-05-14 20:10:00,True,,,,,
de556fa0,33d5e706,d8e87799,휴면 고객,email,2026-05-14 15:35:00,True,,,,,
6029ce6f,33d5e706,9a68ccc1,휴면 고객,email,2026-05-14 14:27:00,True,,,,,
75a871e3,33d5e706,9854559b,휴면 고객,email,2026-05-14 02:11:00,True,,,,,
8144c68e,33d5e706,9dd7c8f7,휴면 고객,email,2026-05-14 07:23:00,True,,,,,
ed19b39b,33d5e706,d2584088,휴면 고객,email,2026-05-14 00:47:00,True,,,,,
bb2029cc,33d5e706,5a22e899,휴면 고객,email,2026-05-14 23:33:00,True,,,,,
0edadbca,33d5e706,7ad47609,휴면 고객,email,2026-05-14 01:31:00,True,,,,,
43c11138,33d5e706,b1356b27,휴면 고객,email,2026-05-14 04:43:00,True,,,,,
1b201310,33d5e706,b6e292ce,휴면 고객,email,2026-05-14 06:05:00,True,,,,,
449e6b83,33d5e706,0858b820,휴면 고객,email,2026-05-14 12:41:00,True,,,,,
8e8d33db,33d5e706,05090005,휴면 고객,email,2026-05-14 00:08:00,True,,,,,
a072639b,33d5e706,a247103d,휴면 고객,email,2026-05-14 15:37:00,True,,,,,
570bfcd7,33d5e706,15aad5df,휴면 고객,email,2026-05-14 16:54:00,True,,,,,
0041d88e,33d5e706,2a82ba0f,휴면 고객,email,2026-05-14 03:14:00,True,,,,,
152a074b,33d5e706,82b5e3f8,휴면 고객,email,2026-05-14 21:06:00,True,,,,,
03f58dde,33d5e706,225e3e7a,휴면 고객,email,2026-05-14 20:54:00,True,,,,,
9c00e3e5,33d5e706,9b9831f3,휴면 고객,email,2026-05-14 17:49:00,True,,,,,
c8841571,33d5e706,daf79800,휴면 고객,email,2026-05-14 07:36:00,True,,,,,
3e883b1d,33d5e706,ed0e787f,휴면 고객,email,2026-05-14 09:08:00,True,,,,,
6433f0b3,33d5e706,c58ba5b3,휴면 고객,email,2026-05-14 13:44:00,True,,,,,
0f50c66f,33d5e706,43b8d88b,휴면 고객,email,2026-05-14 09:33:00,True,,,,,
32153a2c,33d5e706,db713616,휴면 고객,email,2026-05-14 08:14:00,True,2026-05-14 17:26:00,2026-05-14 19:24:00,,,
3576f90b,33d5e706,4c0d0036,휴면 고객,email,2026-05-14 08:20:00,True,,,,,
9d593ee9,33d5e706,360c695d,휴면 고객,email,2026-05-14 15:33:00,True,,,,,
6df33646,33d5e706,70291d8b,휴면 고객,email,2026-05-14 13:45:00,True,,,,,
a3061192,33d5e706,c83c3205,휴면 고객,email,2026-05-14 06:31:00,True,,,,,
9f7e0136,33d5e706,f7a6d780,휴면 고객,email,2026-05-14 02:16:00,True,,,,,
82a19f99,33d5e706,4501f298,휴면 고객,email,2026-05-14 11:14:00,True,,,,,
4ad89428,33d5e706,ffa30fc8,휴면 고객,email,2026-05-14 22:26:00,True,,,,,
a46ce6f5,33d5e706,fa150f09,휴면 고객,email,2026-05-14 00:51:00,True,,,,,
c563dce7,33d5e706,ebdd2fa8,휴면 고객,email,2026-05-14 02:13:00,True,,,,,
78b5e25b,33d5e706,608e55c4,휴면 고객,email,2026-05-14 06:14:00,True,,,,,
820c8954,33d5e706,37b81992,휴면 고객,email,2026-05-14 09:06:00,True,,,,,
5c5980ae,33d5e706,3c0e449f,휴면 고객,email,2026-05-14 05:57:00,True,,,,,
7cfbd13f,33d5e706,b20dc928,휴면 고객,email,2026-05-14 21:03:00,True,,,,,
8d05c564,33d5e706,4ab8326c,휴면 고객,email,2026-05-14 12:03:00,True,,,,,
39b3261f,33d5e706,c95c24dc,휴면 고객,email,2026-05-14 04:26:00,True,,,,,
e7a5895b,33d5e706,adb2871b,휴면 고객,email,2026-05-14 12:28:00,True,,,,,
6273eb60,33d5e706,29d0e1fb,휴면 고객,email,2026-05-14 23:07:00,False,,,,,
c6645cf1,33d5e706,b6bbd645,휴면 고객,email,2026-05-14 05:21:00,True,,,,,
b7fe9ce2,33d5e706,624f7ede,휴면 고객,email,2026-05-14 16:47:00,True,,,,,
83ee9eb1,33d5e706,864aa947,휴면 고객,email,2026-05-14 23:24:00,True,,,,,
74c0689c,33d5e706,0f83b2ce,휴면 고객,email,2026-05-14 14:10:00,True,,,,,
9a3ea096,33d5e706,154b3e09,휴면 고객,email,2026-05-14 02:22:00,True,,,,,
27d04602,33d5e706,5735cdaf,휴면 고객,email,2026-05-14 17:48:00,True,,,,,
52253513,33d5e706,54bbef14,휴면 고객,email,2026-05-14 09:52:00,True,,,,,
d27f926b,33d5e706,42592871,휴면 고객,email,2026-05-14 22:30:00,True,,,,,
34fc5552,33d5e706,2499b75c,휴면 고객,email,2026-05-14 14:12:00,True,,,,,
174c5c85,33d5e706,8fabc16a,휴면 고객,email,2026-05-14 15:01:00,True,,,,,
43c5cb13,33d5e706,5bd56674,휴면 고객,email,2026-05-14 20:49:00,True,,,,,
5d102bbc,33d5e706,d7d6e524,휴면 고객,email,2026-05-14 14:04:00,True,,,,,
e4096159,33d5e706,081982ab,휴면 고객,email,2026-05-14 06:47:00,True,,,,,
3c996a90,33d5e706,e9d5a808,휴면 고객,email,2026-05-14 11:17:00,True,,,,,
93db54f6,33d5e706,569bdc36,휴면 고객,email,2026-05-14 01:16:00,True,,,,,
892310e2,33d5e706,4645ab4d,휴면 고객,email,2026-05-14 08:19:00,True,,,,,
29ca6361,33d5e706,937e8cb4,휴면 고객,email,2026-05-14 20:04:00,True,,,,,
329061aa,33d5e706,5cd0aa55,휴면 고객,email,2026-05-14 15:45:00,True,,,,,
3717be6e,33d5e706,dd19b9b0,휴면 고객,email,2026-05-14 12:50:00,True,,,,,
9f7fe0e1,33d5e706,cfbc7fea,휴면 고객,email,2026-05-14 15:08:00,True,,,,,
f6d55f6d,33d5e706,1833381a,휴면 고객,email,2026-05-14 23:19:00,True,,,,,
b2094082,33d5e706,56a3954a,휴면 고객,email,2026-05-14 19:15:00,True,,,,,
6bd8d175,33d5e706,927bca18,휴면 고객,email,2026-05-14 11:50:00,True,,,,,
c96d8cd5,33d5e706,ce73b293,휴면 고객,email,2026-05-14 06:25:00,True,,,,,
787679d5,33d5e706,7ba3bfbc,휴면 고객,email,2026-05-14 02:41:00,True,,,,,
4f2fec87,33d5e706,c9ebd16d,휴면 고객,email,2026-05-14 10:10:00,False,,,,,
fab0e812,33d5e706,9e685727,휴면 고객,email,2026-05-14 03:04:00,True,,,,,
25d57d4a,33d5e706,2701b303,휴면 고객,email,2026-05-14 03:26:00,True,,,,,
6158e58a,33d5e706,554b4aed,휴면 고객,email,2026-05-14 14:11:00,True,,,,,
88d7335b,33d5e706,0cfc4fa2,휴면 고객,email,2026-05-14 19:57:00,True,,,,,
db93c534,33d5e706,d1faa971,휴면 고객,email,2026-05-14 21:48:00,True,,,,,
0b31d61f,33d5e706,ec2bb415,휴면 고객,email,2026-05-14 09:17:00,True,,,,,
fda88044,33d5e706,c53f5b3d,휴면 고객,email,2026-05-14 23:16:00,True,,,,,
717293e7,33d5e706,7d0dcbfc,휴면 고객,email,2026-05-14 07:15:00,True,,,,,
661582e2,33d5e706,46662147,휴면 고객,email,2026-05-14 18:12:00,True,,,,,
9f67a505,33d5e706,35dadef8,휴면 고객,email,2026-05-14 07:32:00,True,,,,,
39c9cd06,d5745f5e,22cc0d4a,신규 탐색자,kakao,2026-01-25 07:53:00,True,,,,,
3f7c6ab5,d5745f5e,f0df768b,신규 탐색자,kakao,2026-01-25 11:02:00,True,,,,,
c77cd84e,d5745f5e,059675ed,신규 탐색자,kakao,2026-01-25 07:07:00,True,,,,,
7d77a034,d5745f5e,a59750d1,신규 탐색자,kakao,2026-01-25 19:52:00,True,,,,,
7d8c104a,d5745f5e,1ced877b,신규 탐색자,kakao,2026-01-25 02:23:00,True,,,,,
4129adfa,d5745f5e,bdcc8447,신규 탐색자,kakao,2026-01-25 05:28:00,True,,,,,
8c96bdaa,d5745f5e,ed0d9f23,신규 탐색자,kakao,2026-01-25 21:00:00,True,,,,,
2f1cf218,d5745f5e,d98650dc,신규 탐색자,kakao,2026-01-25 19:45:00,True,,,,,
99f535c2,d5745f5e,0cb0576f,신규 탐색자,kakao,2026-01-25 06:02:00,True,,,,,
4b23be6a,d5745f5e,899d7dc9,신규 탐색자,kakao,2026-01-25 04:02:00,True,,,,,
3cbdc7de,d5745f5e,dbd30716,신규 탐색자,kakao,2026-01-25 08:02:00,True,,,,,
020a401f,d5745f5e,c69919e7,신규 탐색자,kakao,2026-01-25 20:58:00,True,,,,,
8ef58a19,d5745f5e,d85ebf16,신규 탐색자,kakao,2026-01-25 00:52:00,True,,,,,
1964bdcf,d5745f5e,c5681f76,신규 탐색자,kakao,2026-01-25 21:23:00,True,,,,,
e3ee4b26,d5745f5e,937478b1,신규 탐색자,kakao,2026-01-25 09:04:00,True,,,,,
20588b32,d5745f5e,65692f01,신규 탐색자,kakao,2026-01-25 15:35:00,True,,,,,
f1dd6ad9,d5745f5e,44616cc4,신규 탐색자,kakao,2026-01-25 13:06:00,True,,,,,
b5913bb7,d5745f5e,51c7f930,신규 탐색자,kakao,2026-01-25 21:35:00,True,,,,,
